latitude,longitude,private_latitude,private_longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
49.3453611111,-123.4013333333,,,Threeleaf Foamflower,Tiarella trifoliata,Threeleaf Foamflower,Plantae,51643
49.3452777778,-123.4012388889,,,true sedges,Carex,true sedges,Plantae,48571
49.3453472222,-123.4013583333,,,wing-leaf monkeyflower,Erythranthe ptilota,wing-leaf monkeyflower,Plantae,771908
49.3453166667,-123.4013611111,,,Conocephalum conicum,Conocephalum conicum,,Plantae,1364782
49.3500931886,-123.345628538,,,"",Pholiota aurivella,Golden Pholiota,Fungi,124705
49.3549248446,-123.3393274484,,,"",Fungi,Fungi Including Lichens,Fungi,47170
49.3549387386,-123.3396571707,,,Dyer's Polypore,Phaeolus schweinitzii,Dyer's Polypore,Fungi,118084
49.3452305556,-123.4012027778,,,wing-leaf monkeyflower,Erythranthe ptilota,wing-leaf monkeyflower,Plantae,771908
49.3452444444,-123.4012083333,,,common groundsel,Senecio vulgaris,common groundsel,Plantae,53211
49.3452777778,-123.4012388889,,,Canada thistle,Cirsium arvense,Canada thistle,Plantae,60132
49.3449666667,-123.4008444444,,,Pacific Banana Slug,Ariolimax columbianus,Pacific Banana Slug,Mollusca,47776
49.3452166667,-123.4012138889,,,Wolf's Milk,Lycogala epidendrum,Wolf's Milk,Protozoa,47680
49.3452166667,-123.4012138889,,,Purple Jellydisc,Ascocoryne sarcoides,Purple Jellydisc,Fungi,49075
49.3452166667,-123.4012138889,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3449111111,-123.4008,,,turkey-tail,Trametes versicolor,turkey-tail,Fungi,54134
49.3449666667,-123.4008444444,,,Flat Crep,Crepidotus applanatus,Flat Crep,Fungi,350514
49.3449111111,-123.4008,,,Lentaria,Lentaria,,Fungi,118124
49.3450388889,-123.4003638889,,,Trembling Crust,Merulius tremellosus,Trembling Crust,Fungi,179113
49.3450388889,-123.4003638889,,,Black Slug,Arion ater,Black Slug,Mollusca,82003
49.3455611111,-123.3985472222,,,White Saddle,Helvella crispa,White Saddle,Fungi,49208
49.3454027778,-123.3994861111,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3455611111,-123.3981861111,,,Western Painted Suillus,Suillus lakei,Western Painted Suillus,Fungi,118159
49.3455611111,-123.3981861111,,,Fir-Cone Mushroom,Strobilurus trullisatus,Fir-Cone Mushroom,Fungi,118192
49.3455555556,-123.3981277778,,,life,Life,life,,48460
49.3455555556,-123.3981277778,,,brittlegills,Russula,brittlegills,Fungi,48339
49.3456444444,-123.3978,,,Dusky Puffball,Lycoperdon nigrescens,Dusky Puffball,Fungi,194080
49.355112138,-123.3398666082,,,Vermilion Waxcap,Hygrocybe miniata,Vermilion Waxcap,Fungi,194659
49.3969027778,-123.3607277778,,,Udea profundalis,Udea profundalis,,Insecta,335030
49.3969027778,-123.3607277778,,,Ceranemota fasciata,Ceranemota fasciata,,Insecta,453215
49.3643388889,-123.4197055556,,,Onnia subtriquetra,Onnia subtriquetra,,Fungi,775725
49.364125,-123.4196583333,,,Shaggy Parasol,Chlorophyllum rhacodes,Shaggy Parasol,Fungi,56535
49.3584288718,-123.4192124068,,,October Thorn,Tetracis jubararia,October Thorn,Insecta,232399
49.3452361111,-123.3972055556,,,Golden Waxy Cap,Hygrocybe flavescens,Golden Waxy Cap,Fungi,53475
49.3452916667,-123.3973916667,,,streaked clitocybe,Pseudoarmillariella ectypoides,streaked clitocybe,Fungi,351967
49.3452361111,-123.3972055556,,,Pretty Pinkgill,Entoloma formosum,Pretty Pinkgill,Fungi,485040
49.3452083333,-123.3971361111,,,Webcaps,Cortinarius,Webcaps,Fungi,48704
49.3452083333,-123.3971361111,,,Webcaps,Cortinarius,Webcaps,Fungi,48704
49.3452083333,-123.3971361111,,,Orange Jelly Spot,Dacrymyces chrysospermus,Orange Jelly Spot,Fungi,118028
49.3579305556,-123.4186527778,,,balsam poplars,Tacamahaca,balsam poplars,Plantae,1430521
49.3451583333,-123.3970583333,,,Western Deer Mushroom,Pluteus exilis,Western Deer Mushroom,Fungi,351891
49.34505,-123.3967444444,,,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
49.34505,-123.3967444444,,,Pacific Banana Slug,Ariolimax columbianus,Pacific Banana Slug,Mollusca,47776
49.3451583333,-123.3970583333,,,Hoof Fungus,Fomes fomentarius,Hoof Fungus,Fungi,127510
49.3449305556,-123.3964555556,,,Waxcaps,Hygrocybe,Waxcaps,Fungi,51871
49.34505,-123.3967444444,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3450388889,-123.3960083333,,,Stilbella byssiseda,Stilbella byssiseda,,Fungi,332686
49.3455138889,-123.3954916667,,,Northern Red Belt,Fomitopsis mounceae,Northern Red Belt,Fungi,877361
49.3453583333,-123.3957694444,,,Scaly Rustgill,Gymnopilus sapineus,Scaly Rustgill,Fungi,118302
49.3453583333,-123.3957694444,,,common puffball,Lycoperdon perlatum,common puffball,Fungi,48443
49.3453694444,-123.3958611111,,,Fomitopsis,Fomitopsis,,Fungi,118056
49.3452361111,-123.3959222222,,,Blue Cheese Polypore,Cyanosporus caesius,Blue Cheese Polypore,Fungi,959237
49.3458722222,-123.3952083333,,,Dog Vomit Slime Mould,Fuligo septica,Dog Vomit Slime Mould,Protozoa,55483
49.3458722222,-123.3952083333,,,Velvet-footed Tap,Tapinella atrotomentosa,Velvet-footed Tap,Fungi,154450
49.3458722222,-123.3952083333,,,"mushrooms, bracket fungi, puffballs, and allies",Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",Fungi,50814
49.3461166667,-123.3949555556,,,Earthworms,Lumbricidae,Lumbricid Earthworms,Animalia,69758
49.3465361111,-123.3951166667,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
49.3461166667,-123.3949555556,,,Freckled Dapperling,Echinoderma asperum,Freckled Dapperling,Fungi,1280949
49.3465916667,-123.3952666667,,,Basidiomycete Fungi,Basidiomycota,Basidiomycete Fungi,Fungi,47169
49.3465361111,-123.3951166667,,,Short-stemmed Russula,Russula brevipes,Short-stemmed Russula,Fungi,118179
49.3469972222,-123.3953138889,,,Yellow-spotted Millipede,Harpaphe haydeniana,Yellow-spotted Millipede,Animalia,47737
49.3465916667,-123.3952666667,,,White Fibrecap,Inocybe geophylla,White Fibrecap,Fungi,118336
49.3473861111,-123.395,,,"mushrooms, bracket fungi, puffballs, and allies",Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",Fungi,50814
49.3472722222,-123.3951083333,,,common bonnet,Mycena galericulata,common bonnet,Fungi,63446
49.3472722222,-123.3951083333,,,Helminthosphaeria clavariarum,Helminthosphaeria clavariarum,,Fungi,58708
49.3473861111,-123.395,,,Earthworms,Lumbricidae,Lumbricid Earthworms,Animalia,69758
49.347525,-123.3948638889,,,Ensatina,Ensatina eschscholtzii,Ensatina,Amphibia,27250
49.3475166667,-123.3948611111,,,Lumbricus,Lumbricus,,Animalia,81547
49.3475166667,-123.3948611111,,,Ring Pellia,Pellia neesiana,Ring Pellia,Plantae,56461
49.3474972222,-123.3948222222,,,Beetles,Coleoptera,Beetles,Insecta,47208
49.3474972222,-123.3948222222,,,Pacific Dampwood Termite,Zootermopsis angusticollis,Pacific Dampwood Termite,Insecta,121383
49.3475,-123.3948583333,,,Physarum album,Physarum album,,Protozoa,179089
49.3475861111,-123.3948222222,,,Thorn-tailed Bark Centipede,Scolopocryptops spinicaudus,Thorn-tailed Bark Centipede,Animalia,322408
49.3475,-123.3948583333,,,Trichoderma,Trichoderma,,Fungi,352744
49.3483611111,-123.3946555556,,,Soft Spiders,Cybaeus,Soft Spiders,Arachnida,52951
49.3483583333,-123.394575,,,Deceivers,Laccaria,Deceivers,Fungi,54895
49.3481055556,-123.3939305556,,,Dog Vomit Slime Mould,Fuligo septica,Dog Vomit Slime Mould,Protozoa,55483
49.3481055556,-123.3939305556,,,Scaly Rustgill,Gymnopilus sapineus,Scaly Rustgill,Fungi,118302
49.3477666667,-123.3939555556,,,Stilbella byssiseda,Stilbella byssiseda,,Fungi,332686
49.3483611111,-123.3946555556,,,lobster mushroom,Hypomyces lactifluorum,lobster mushroom,Fungi,48215
49.3483611111,-123.3946555556,,,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
49.3484027778,-123.3944805556,,,true slime moulds,Myxomycetes,true slime moulds,Protozoa,47684
49.3483305556,-123.3945416667,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
49.3483333333,-123.3945583333,,,Olive Lute,Callistosporium luteo-olivaceum,Olive Lute,Fungi,118354
49.3483333333,-123.3945583333,,,Jelly Spot Fungus,Dacrymyces stillatus,Jelly Spot Fungus,Fungi,53276
49.34845,-123.39435,,,Pacific Golden Chanterelle,Cantharellus formosus,Pacific Golden Chanterelle,Fungi,120443
49.3483944444,-123.3944861111,,,Dog Vomit Slime Mould,Fuligo septica,Dog Vomit Slime Mould,Protozoa,55483
49.3483944444,-123.3944861111,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3483944444,-123.3944861111,,,Dusky Puffball,Lycoperdon nigrescens,Dusky Puffball,Fungi,194080
49.3483944444,-123.3944861111,,,Soft Spiders,Cybaeus,Soft Spiders,Arachnida,52951
49.3484222222,-123.3941833333,,,Bonestem,Ossicaulis lignatilis,Bonestem,Fungi,516040
49.3485361111,-123.3937833333,,,Velvet-footed Tap,Tapinella atrotomentosa,Velvet-footed Tap,Fungi,154450
49.3484638889,-123.3940388889,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3485333333,-123.3938666667,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3485361111,-123.3937833333,,,Blackening Brittlegill,Russula nigricans,Blackening Brittlegill,Fungi,194414
49.3485611111,-123.3939111111,,,Jahnoporus hirtus,Jahnoporus hirtus,,Fungi,118058
49.3485916667,-123.3938833333,,,Eurasian Armoured Long-jawed Spider,Metellina segmentata,Eurasian Armoured Long-jawed Spider,Arachnida,55621
49.3485805556,-123.39385,,,Helminthosphaeria clavariarum,Helminthosphaeria clavariarum,,Fungi,58708
49.3485805556,-123.39385,,,Dusky Puffball,Lycoperdon nigrescens,Dusky Puffball,Fungi,194080
49.3485722222,-123.3938694444,,,Lilac Bonnet,Mycena pura,Lilac Bonnet,Fungi,63473
49.3489222222,-123.3939416667,,,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
49.3489222222,-123.3939416667,,,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
49.3489222222,-123.3939416667,,,Spotted Snake Millipede,Julida,Snake Millipedes,Animalia,82535
49.3485916667,-123.3938833333,,,White Coral Fungus,Clavulina coralloides,White Coral Fungus,Fungi,63260
49.3485916667,-123.3938833333,,,Helminthosphaeria clavariarum,Helminthosphaeria clavariarum,,Fungi,58708
49.3492583333,-123.3936083333,,,hairy leg bell,Galerina vittiformis,hairy leg bell,Fungi,118289
49.364125,-123.4196583333,,,Chlorophyllum,Chlorophyllum,,Fungi,56536
49.3489472222,-123.3939055556,,,Calcipostia guttulata,Calcipostia guttulata,,Fungi,959318
49.3580027778,-123.4192666667,,,Northern Red-legged Frog,Rana aurora,Northern Red-legged Frog,Amphibia,25545
49.3489472222,-123.3939055556,,,White Coral Fungus,Clavulina coralloides,White Coral Fungus,Fungi,63260
49.3489472222,-123.3939055556,,,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
49.3489222222,-123.3939416667,,,Pycnoporellus fulgens,Pycnoporellus fulgens,,Fungi,367273
49.3494888889,-123.3936083333,,,Buttery Collybia,Rhodocollybia butyracea,Buttery Collybia,Fungi,118166
49.3492583333,-123.3936083333,,,The Goblet,Pseudoclitocybe cyathiformis,The Goblet,Fungi,339415
49.3492583333,-123.3936083333,,,White Coral Fungus,Clavulina coralloides,White Coral Fungus,Fungi,63260
49.3497722222,-123.3936694444,,,Brown Funnel Polypore,Coltricia perennis,Brown Funnel Polypore,Fungi,118034
49.3500777778,-123.3937138889,,,Elegant Polypore,Cerioporus varius,Elegant Polypore,Fungi,895267
49.3498833333,-123.3937055556,,,heath speedwell,Veronica officinalis,heath speedwell,Plantae,129020
49.3504388889,-123.3931722222,,,Pholiota terrestris,Pholiota terrestris,Terrestrial Scalycap,Fungi,118266
49.3968777778,-123.3607472222,,,Halesochila taylori,Halesochila taylori,,Insecta,220866
49.3968777778,-123.36075,,,Bent-lined Carpet,Costaconvexa centrostrigaria,Bent-lined Carpet,Insecta,143005
49.396975,-123.3604,,,October Thorn,Tetracis jubararia,October Thorn,Insecta,232399
49.3887758713,-123.3334006611,,,"",Cantharellus,chanterelles,Fungi,47348
49.3665527778,-123.428525,,,Song Sparrow,Melospiza melodia,Song Sparrow,Aves,9100
49.3970055556,-123.3607305556,,,Woodland Malaria Mosquito,Anopheles punctipennis,Woodland Malaria Mosquito,Insecta,213719
49.3969,-123.3607472222,,,Xanthorhoe defensaria,Xanthorhoe defensaria,,Insecta,205881
49.3969,-123.3607472222,,,Holly Tortrix,Rhopobota naevana,Holly Tortrix,Insecta,324275
49.3970055556,-123.3607305556,,,Limnephilus,Limnephilus,,Insecta,177448
49.3969,-123.3607444444,,,Limnephilus,Limnephilus,,Insecta,177448
49.3969083333,-123.3607444444,,,Leptobunus parvulus,Leptobunus parvulus,,Arachnida,525639
49.3969638889,-123.3605222222,,,Caddisflies,Trichoptera,Caddisflies,Insecta,62164
49.3969638889,-123.3605222222,,,Bent-lined Carpet,Costaconvexa centrostrigaria,Bent-lined Carpet,Insecta,143005
49.3968833333,-123.3607444444,,,Halesochila taylori,Halesochila taylori,,Insecta,220866
49.3734833333,-123.4197722222,,,orchard grass,Dactylis glomerata,orchard grass,Plantae,52720
49.3378144051,-123.368205633,,,admirable bolete,Aureoboletus mirabilis,admirable bolete,Fungi,790782
49.3771074595,-123.3349680528,,,Cherry laurel,Prunus laurocerasus,Cherry laurel,Plantae,61432
49.3788888889,-123.3377111111,,,Shaggy Mane,Coprinus comatus,Shaggy Mane,Fungi,47392
49.3471722222,-123.3887777778,,,Western Grisette,Amanita pachycolea,Western Grisette,Fungi,67357
49.3471722222,-123.3887777778,,,The Goblet,Pseudoclitocybe cyathiformis,The Goblet,Fungi,339415
49.3604888889,-123.3927027778,,,Fragile Brittlegill,Russula fragilis,Fragile Brittlegill,Fungi,179715
49.3604888889,-123.3927027778,,,Physarales,Physarales,,Protozoa,55484
49.3472444444,-123.3880972222,,,Fairy Parachutes,Marasmiellus candidus,Fairy Parachutes,Fungi,118242
49.3472444444,-123.3880972222,,,Scytinotus longinquus,Scytinotus longinquus,Rosy Oysterling,Fungi,498511
49.3472805556,-123.3881555556,,,Picipes melanopus,Picipes melanopus,,Fungi,510856
49.348,-123.3886861111,,,gassy webcap,Cortinarius traganus,gassy webcap,Fungi,58676
49.3475888889,-123.3887638889,,,White Coral Fungus,Clavulina coralloides,White Coral Fungus,Fungi,63260
49.3474166667,-123.3891222222,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
49.3474166667,-123.3891222222,,,Dusky Puffball,Lycoperdon nigrescens,Dusky Puffball,Fungi,194080
49.3483111111,-123.3896583333,,,Cortinarius seidliae,Cortinarius seidliae,,Fungi,538437
49.3474333333,-123.3876833333,,,Northwestern Twayblade,Neottia banksiana,Northwestern Twayblade,Plantae,131227
49.3483111111,-123.3896583333,,,Green Brittlegill,Russula aeruginea,Green Brittlegill,Fungi,122333
49.3483111111,-123.3896583333,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3474888889,-123.3861694444,,,flaming scalycap,Pholiota flammans,flaming scalycap,Fungi,64075
49.3474888889,-123.3861694444,,,Sweetbread Mushroom,Clitopilus prunulus,Sweetbread Mushroom,Fungi,64708
49.3604888889,-123.3927027778,,,Ensatina,Ensatina eschscholtzii,Ensatina,Amphibia,27250
49.3474888889,-123.3861222222,,,Pacific Golden Chanterelle,Cantharellus formosus,Pacific Golden Chanterelle,Fungi,120443
49.3475416667,-123.386025,,,tangerine bonnet,Atheniella aurantiidisca,tangerine bonnet,Fungi,499651
49.3475416667,-123.386025,,,Ramaria rasilispora,Laeticolora,,Fungi,1483282
49.342823643,-123.4319577366,,,Eared Seals,Otariidae,Eared Seals,Mammalia,41736
49.3783555556,-123.3326472222,,,Shiner Surfperch,Cymatogaster aggregata,Shiner Surfperch,Actinopterygii,98855
49.385632281,-123.3469166109,,,Barred Owl,Strix varia,Barred Owl,Aves,19893
49.3896393095,-123.3324620024,,,"",Fungi,Fungi Including Lichens,Fungi,47170
49.3889089795,-123.3322643442,,,"",Fungi,Fungi Including Lichens,Fungi,47170
49.3729510345,-123.3644273413,,,lobster mushroom,Hypomyces lactifluorum,lobster mushroom,Fungi,48215
49.3729366667,-123.364425,,,lobster mushroom,Hypomyces lactifluorum,lobster mushroom,Fungi,48215
49.3968865143,-123.360738717,,,Paddle-tailed Darner,Aeshna palmata,Paddle-tailed Darner,Insecta,67726
49.3968833333,-123.3607361111,,,Bent-lined Carpet,Costaconvexa centrostrigaria,Bent-lined Carpet,Insecta,143005
49.397,-123.3607111111,,,Autumnal Moth,Epirrita autumnata,Autumnal Moth,Insecta,173571
49.3693666667,-123.324275,,,Kelp Pipefish,Syngnathus californiensis,Kelp Pipefish,Actinopterygii,117570
49.340317246,-123.432097435,,,Red-necked Grebe,Podiceps grisegena,Red-necked Grebe,Aves,4224
49.3400971,-123.4320415,,,Pelagic Cormorant,Urile pelagicus,Pelagic Cormorant,Aves,1289605
49.3400971,-123.4320415,,,Brandt's Cormorant,Urile penicillatus,Brandt's Cormorant,Aves,1289607
49.38077925,-123.3332366944,,,Old man's beard,Clematis vitalba,Old man's beard,Plantae,160697
49.4005360835,-123.3350055188,,,"",Lactarius scrobiculatus,spotted milkcap,Fungi,351305
49.3649583333,-123.4041166667,,,Trembling Crust,Merulius tremellosus,Trembling Crust,Fungi,179113
49.3673388889,-123.4063194444,,,Blue Edge Pinkgill,Entoloma serrulatum,Blue Edge Pinkgill,Fungi,418614
49.3670166667,-123.4062083333,,,hare's ear,Otidea onotica,hare's ear,Fungi,351658
49.3670166667,-123.4062083333,,,Waxcaps,Hygrocybe,Waxcaps,Fungi,51871
49.3663305556,-123.4053277778,,,Orange Rough-cap Tooth,Hydnellum aurantiacum,Orange Rough-cap Tooth,Fungi,118060
49.3663305556,-123.4053277778,,,Lilac Bonnet,Mycena pura,Lilac Bonnet,Fungi,63473
49.3662027778,-123.4051861111,,,Deceivers,Laccaria,Deceivers,Fungi,54895
49.3662027778,-123.4051861111,,,Wood Woolly-foot,Collybiopsis peronata,Wood Woolly-foot,Fungi,1275360
49.3664,-123.4052944444,,,bracket fungi,Polyporaceae,bracket fungi,Fungi,47379
49.3663916667,-123.4052833333,,,Julidae,Julidae,,Animalia,121483
49.3661611111,-123.4051805556,,,bracket fungi,Polyporaceae,bracket fungi,Fungi,47379
49.3647805556,-123.4037111111,,,Dyer's Polypore,Phaeolus schweinitzii,Dyer's Polypore,Fungi,118084
49.3637416667,-123.4047166667,,,Western Painted Suillus,Suillus lakei,Western Painted Suillus,Fungi,118159
49.3646666667,-123.4035833333,,,Short-stemmed Russula,Russula brevipes,Short-stemmed Russula,Fungi,118179
49.3604888889,-123.3927027778,,,Flat Crep,Crepidotus applanatus,Flat Crep,Fungi,350514
49.3647805556,-123.4037111111,,,Ensatina,Ensatina eschscholtzii,Ensatina,Amphibia,27250
49.3644833333,-123.4030305556,,,lobster mushroom,Hypomyces lactifluorum,lobster mushroom,Fungi,48215
49.3648166667,-123.4034944444,,,shelf fungi,Polyporales,shelf fungi,Fungi,47380
49.3642194444,-123.4027138889,,,Eyelash cups,Scutellinia,Eyelash cups,Fungi,49138
49.3642194444,-123.4027138889,,,Hemitrichia,Hemitrichia,,Protozoa,126121
49.3604888889,-123.3927027778,,,Bonnets,Mycena,Bonnets,Fungi,55922
49.3605722222,-123.4023,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3640666667,-123.4025527778,,,Sulphur Tuft,Hypholoma fasciculare,Sulphur Tuft,Fungi,48767
49.3605722222,-123.4023,,,Gerronema atrialbum,Gerronema atrialbum,,Fungi,936612
49.3639555556,-123.4024222222,,,False Chanterelle,Hygrophoropsis aurantiaca,False Chanterelle,Fungi,63538
49.3968777778,-123.3607472222,,,Autumnal Moth,Epirrita autumnata,Autumnal Moth,Insecta,173571
49.369365839,-123.3700860205,,,violet webcap,Cortinarius violaceus,violet webcap,Fungi,124344
49.3911782123,-123.3284259026,,,"",Mycena robusta,,Fungi,791071
49.3619777289,-123.4234892569,,,White-crowned Sparrow,Zonotrichia leucophrys,White-crowned Sparrow,Aves,9176
49.3969,-123.3607333333,,,Ceranemota fasciata,Ceranemota fasciata,,Insecta,453215
49.3969,-123.3607333333,,,Autumnal Moth,Epirrita autumnata,Autumnal Moth,Insecta,173571
49.365075,-123.4229366667,,,West Coast Laceweaver,Callobius severus,West Coast Laceweaver,Arachnida,49549
49.4178207753,-123.312311656,,,Columbian Black-tailed Deer,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221
49.3878833333,-123.3480833333,,,"",Pholiota aurivella,Golden Pholiota,Fungi,124705
49.3958633333,-123.3512416667,,,"",Apioperdon pyriforme,Pear-shaped Puffball,Fungi,972793
49.3962501926,-123.3509516027,,,"",Mycena maculata,Red-spotted Mycena,Fungi,63468
49.396125,-123.35945,,,"",Dacrymyces chrysospermus,Orange Jelly Spot,Fungi,118028
49.3979333333,-123.3560033333,,,"",Mycena galericulata,common bonnet,Fungi,63446
49.399045,-123.3539416667,,,"",Armillaria nabsnona,,Fungi,179241
49.3987366667,-123.3531416667,,,Tree Lungwort,Lobaria pulmonaria,Tree Lungwort,Fungi,48711
49.3974133333,-123.3530583333,,,"",Collybiopsis peronata,Wood Woolly-foot,Fungi,1275360
49.3964216667,-123.3507833333,,,"",Pholiota aurivella,Golden Pholiota,Fungi,124705
49.3967533333,-123.3507383333,,,"",Apioperdon pyriforme,Pear-shaped Puffball,Fungi,972793
49.3964833333,-123.3507466667,,,western maidenhair fern,Adiantum aleuticum,western maidenhair fern,Plantae,52667
49.3962633333,-123.350945,,,"",Mycena amicta,Bluefoot Bonnet,Fungi,63433
49.395905,-123.35122,,,Pacific Banana Slug,Ariolimax columbianus,Pacific Banana Slug,Mollusca,47776
49.392545,-123.3506783333,,,"",Chrysomphalina aurantiaca,Orange Chrysomphalina,Fungi,343259
49.3906833333,-123.3520283333,,,"",Agaricus deardorffensis,,Fungi,521662
49.3878966667,-123.3480833333,,,"",Lactarius rubidus,Candy Cap,Fungi,55276
49.38977,-123.35018,,,Badge Moss,Plagiomnium insigne,Badge Moss,Plantae,122705
49.3894616667,-123.34983,,,"",Armillaria nabsnona,,Fungi,179241
49.3877666667,-123.3479466667,,,western sword fern,Polystichum munitum,western sword fern,Plantae,47751
49.38775,-123.34793,,,crispleaf roughmoss,Claopodium crispifolium,crispleaf roughmoss,Plantae,128661
49.3680666667,-123.4197083333,,,Sulphur Tuft,Hypholoma fasciculare,Sulphur Tuft,Fungi,48767
49.3652527778,-123.4067666667,,,common bonnet,Mycena galericulata,common bonnet,Fungi,63446
49.3649916667,-123.4056416667,,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167
49.3917764211,-123.3559418565,,,"",Aythya collaris,Ring-necked Duck,Aves,7044
49.3423664942,-123.4302032933,,,Glaucous-winged Gull,Larus glaucescens,Glaucous-winged Gull,Aves,4399
49.3925305556,-123.3614694444,,,F-winged Barklouse,Graphopsocus cruciatus,F-winged Barklouse,Insecta,200017
49.3882694444,-123.3336388889,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
49.3518929722,-123.418947,,,White Dapperling,Leucocoprinus leucothites,White Dapperling,Fungi,1558279
49.3937833333,-123.3594,,,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170
49.3876388889,-123.3526361111,,,common bonnet,Mycena galericulata,common bonnet,Fungi,63446
49.3872555556,-123.3466805556,,,Agaricus deardorffensis,Agaricus deardorffensis,,Fungi,521662
49.3811166667,-123.3386194444,,,marsh cudweed,Gnaphalium uliginosum,marsh cudweed,Plantae,136366
49.3872555556,-123.3466805556,,,honey mushrooms,Armillaria,honey mushrooms,Fungi,55930
49.3826805556,-123.3501805556,,,Sulphur Tuft,Hypholoma fasciculare,Sulphur Tuft,Fungi,48767
49.3849611111,-123.3399555556,,,Oregano,Origanum vulgare,Oregano,Plantae,61396
49.3969055556,-123.3607222222,,,Bent-lined Carpet,Costaconvexa centrostrigaria,Bent-lined Carpet,Insecta,143005
49.3969055556,-123.3607222222,,,Xanthorhoe defensaria,Xanthorhoe defensaria,,Insecta,205881
49.3911244674,-123.3275740409,,,"",Akebia quinata,Five-leaf akebia,Plantae,126249
49.377749953,-123.3339148007,,,Spurge-laurel,Daphne laureola,Spurge-laurel,Plantae,127391
49.3791402381,-123.3327695531,,,Black Mussels,Mytilus,Black Mussels,Mollusca,62807
49.3774184126,-123.3331782883,,,Red Alder,Alnus rubra,Red Alder,Plantae,56034
49.3774412539,-123.3332462906,,,Broom Forkmoss,Dicranum scoparium,Broom Forkmoss,Plantae,123134
49.3774924048,-123.3332451783,,,Silverweeds,Argentina,Silverweeds,Plantae,156879
49.3795172241,-123.332337871,,,Purple Toadflax,Linaria purpurea,Purple Toadflax,Plantae,77778
49.3795909243,-123.3334598073,,,Small Milkweed Bug,Lygaeus kalmii,Small Milkweed Bug,Insecta,62045
49.3788581292,-123.3304302806,,,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,49699
49.35212876,-123.3647025628,,,Waxcaps,Hygrocybe,Waxcaps,Fungi,51871
49.3825968316,-123.3597324455,,,"",Chrysomphalina chrysophylla,False Yellowfoot,Fungi,484686
49.4033782639,-123.338614691,,,"",Hygrocybe miniata,Vermilion Waxcap,Fungi,194659
49.3874341688,-123.3680567587,,,Coral Fungi,Laeticolora,,Fungi,1483282
49.3969,-123.3607416667,,,Furry Snake Millipede,Ophyiulus pilosus,Furry Snake Millipede,Animalia,121484
49.3968722222,-123.3607444444,,,Fiber Caps,Inocybe,Fiber Caps,Fungi,58679
49.3987771956,-123.3605789864,,,"",Leucocoprinus leucothites,White Dapperling,Fungi,1558279
49.3985216667,-123.3543783333,,,violet webcap,Cortinarius violaceus,violet webcap,Fungi,124344
49.3985216667,-123.3543783333,,,violet webcap,Cortinarius violaceus,violet webcap,Fungi,124344
49.3713483938,-123.4268762916,,,Spotted Towhee,Pipilo maculatus,Spotted Towhee,Aves,9420
49.3495649963,-123.4014724903,,,Deer Mushroom,Pluteus cervinus,Deer Mushroom,Fungi,60782
49.3458927393,-123.4036674752,,,"",Gomphidius glutinosus,Slimy Spike,Fungi,48424
49.375309,-123.370839,,,yellowfoot dapperling,Lepiota magnispora,yellowfoot dapperling,Fungi,194663
49.372414,-123.338515,,,Orange Jelly Spot,Dacrymyces chrysospermus,Orange Jelly Spot,Fungi,118028
49.37304,-123.338417,,,Helminthosphaeria clavariarum,Helminthosphaeria clavariarum,,Fungi,58708
49.372518,-123.338808,,,Lichenomphalia,Lichenomphalia,,Fungi,118252
49.3725370279,-123.3385026449,,,White Coral Fungus,Clavulina coralloides,White Coral Fungus,Fungi,63260
